TransactionID,ProductID,TransactionDate,TransactionType,Quantity,UnitCost,WarehouseID,BatchNumber,ExpiryDate
2274,47.0,2023-07-03,Outbound,-8.0,29.6,3,B002274,2023-03-01
2275,47.0,2023-05-06,Inbound,152.0,29.6,3,B002275,2023-05-08
2276,2.0,2023-05-19,Outbound,-10.0,31.73,3,B002276,2023-04-06
2277,2.0,2023-08-29,Inbound,53.0,31.73,3,B002277,2023-06-19
2278,23.0,2023-03-27,Outbound,-6.0,47.9,1,B002278,2023-02-04
2279,23.0,2023-10-18,Inbound,200.0,47.9,1,B002279,2023-04-04
2280,47.0,2023-10-22,Outbound,-10.0,29.6,1,B002280,2023-02-19
2281,47.0,2023-02-03,Inbound,142.0,29.6,1,B002281,2023-06-05
2282,32.0,2023-10-09,Outbound,-1.0,41.7,5,B002282,2023-04-11
2283,45.0,2023-05-26,Outbound,-8.0,31.79,3,B002283,2023-04-29
2284,45.0,2023-02-17,Inbound,171.0,31.79,3,B002284,2023-02-25
2285,31.0,2023-03-18,Outbound,-3.0,19.14,4,B002285,2023-02-06
2286,14.0,2023-07-21,Outbound,-6.0,5.42,1,B002286,2023-04-17
2287,25.0,2023-05-03,Outbound,-1.0,40.14,3,B002287,2023-04-24
2288,30.0,2023-06-03,Outbound,-1.0,25.27,2,B002288,2023-06-28
2289,39.0,2023-05-14,Outbound,-7.0,6.98,1,B002289,2023-06-30
2290,31.0,2023-04-05,Outbound,-3.0,19.14,2,B002290,2023-04-19
2291,2.0,2023-06-13,Outbound,-2.0,31.73,2,B002291,2023-05-28
2292,23.0,2023-03-06,Outbound,-2.0,47.9,4,B002292,2023-04-18
2293,14.0,2023-10-18,Outbound,-7.0,5.42,1,B002293,2023-06-19
2294,14.0,2023-01-14,Inbound,115.0,5.42,1,B002294,2023-04-11
2295,7.0,2023-07-08,Outbound,-7.0,17.98,2,B002295,2023-02-24
2296,48.0,2023-03-09,Outbound,-9.0,12.0,4,B002296,2023-06-23
2297,48.0,2023-04-04,Inbound,105.0,12.0,4,B002297,2023-06-27
2298,23.0,2023-02-23,Outbound,-5.0,47.9,5,B002298,2023-05-04
2299,23.0,2023-11-25,Inbound,192.0,47.9,5,B002299,2023-02-04
2300,10.0,2023-11-20,Outbound,-10.0,10.74,2,B002300,2023-02-26
2301,10.0,2023-01-14,Inbound,165.0,10.74,2,B002301,2023-03-09
2302,17.0,2023-07-29,Outbound,-5.0,25.12,3,B002302,2023-04-19
2303,17.0,2023-03-19,Inbound,180.0,25.12,3,B002303,2023-02-08
2304,42.0,2023-09-11,Outbound,-1.0,6.32,2,B002304,2023-06-15
2305,24.0,2023-03-17,Outbound,-4.0,25.51,3,B002305,2023-06-19
2306,36.0,2023-08-24,Outbound,-10.0,9.45,1,B002306,2023-04-29
2307,47.0,2023-08-12,Outbound,-4.0,29.6,4,B002307,2023-02-07
2308,47.0,2023-12-08,Inbound,107.0,29.6,4,B002308,2023-04-16
2309,27.0,2023-10-05,Outbound,-2.0,23.33,1,B002309,2023-05-17
2310,31.0,2023-08-24,Outbound,-1.0,19.14,5,B002310,2023-05-09
2311,19.0,2023-05-14,Outbound,-4.0,40.53,2,B002311,2023-02-15
2312,19.0,2023-09-14,Inbound,100.0,40.53,2,B002312,2023-03-09
2313,32.0,2023-07-28,Outbound,-6.0,41.7,1,B002313,2023-06-28
2314,32.0,2023-05-03,Inbound,61.0,41.7,1,B002314,2023-02-18
2315,4.0,2023-02-06,Outbound,-4.0,22.83,1,B002315,2023-06-10
2316,9.0,2023-05-26,Outbound,-5.0,25.66,1,B002316,2023-03-03
2317,49.0,2023-09-27,Outbound,-3.0,25.7,5,B002317,2023-04-20
2318,48.0,2023-02-18,Outbound,-10.0,12.0,3,B002318,2023-06-06
2319,26.0,2023-09-17,Outbound,-7.0,48.87,4,B002319,2023-02-19
2320,26.0,2023-04-03,Inbound,113.0,48.87,4,B002320,2023-04-03
2321,10.0,2023-01-30,Outbound,-7.0,10.74,4,B002321,2023-06-16
2322,50.0,2023-11-26,Outbound,-9.0,33.76,1,B002322,2023-06-30
2323,39.0,2023-10-22,Outbound,-5.0,6.98,5,B002323,2023-03-10
2324,44.0,2023-05-28,Outbound,-1.0,16.38,5,B002324,2023-02-15
2325,9.0,2023-11-26,Outbound,-10.0,25.66,2,B002325,2023-04-21
2326,10.0,2023-07-28,Outbound,-8.0,10.74,2,B002326,2023-06-09
2327,10.0,2023-09-14,Inbound,125.0,10.74,2,B002327,2023-04-01
2328,21.0,2023-07-31,Outbound,-3.0,34.35,2,B002328,2023-05-19
2329,21.0,2023-06-14,Inbound,58.0,34.35,2,B002329,2023-06-26
2330,46.0,2023-09-16,Outbound,-7.0,28.66,1,B002330,2023-05-22
2331,46.0,2023-11-22,Inbound,197.0,28.66,1,B002331,2023-03-02
2332,24.0,2023-07-01,Outbound,-7.0,25.51,5,B002332,2023-04-02
2333,24.0,2023-08-15,Inbound,173.0,25.51,5,B002333,2023-03-06
2334,43.0,2023-08-08,Outbound,-6.0,10.63,2,B002334,2023-04-02
2335,43.0,2023-08-27,Inbound,158.0,10.63,2,B002335,2023-03-20
2336,4.0,2023-03-11,Outbound,-7.0,22.83,3,B002336,2023-04-03
2337,4.0,2023-08-17,Inbound,189.0,22.83,3,B002337,2023-04-17
2338,45.0,2023-09-04,Outbound,-4.0,31.79,4,B002338,2023-04-22
2339,16.0,2023-02-18,Outbound,-1.0,43.46,1,B002339,2023-04-21
2340,50.0,2023-02-13,Outbound,-9.0,33.76,1,B002340,2023-05-20
2341,8.0,2023-06-17,Outbound,-4.0,24.93,4,B002341,2023-06-22
2342,39.0,2023-12-21,Outbound,-3.0,6.98,4,B002342,2023-06-16
2343,16.0,2023-07-13,Outbound,-4.0,43.46,4,B002343,2023-03-11
2344,41.0,2023-02-20,Outbound,-3.0,15.13,3,B002344,2023-05-15
2345,42.0,2023-11-19,Outbound,-2.0,6.32,3,B002345,2023-02-25
2346,42.0,2023-06-25,Inbound,133.0,6.32,3,B002346,2023-05-26
2347,37.0,2023-01-08,Outbound,-7.0,15.22,2,B002347,2023-05-03
2348,37.0,2023-07-06,Inbound,162.0,15.22,2,B002348,2023-05-13
2349,40.0,2023-07-13,Outbound,-4.0,26.49,1,B002349,2023-06-05
2350,25.0,2023-12-05,Outbound,-7.0,40.14,1,B002350,2023-05-25
2351,25.0,2023-07-02,Inbound,51.0,40.14,1,B002351,2023-03-11
2352,38.0,2023-02-20,Outbound,-1.0,34.79,3,B002352,2023-03-03
2353,6.0,2023-12-26,Outbound,-5.0,23.17,2,B002353,2023-06-27
2354,14.0,2023-03-30,Outbound,-2.0,5.42,3,B002354,2023-03-05
2355,31.0,2023-06-14,Outbound,-5.0,19.14,4,B002355,2023-06-23
2356,30.0,2023-04-27,Outbound,-8.0,25.27,3,B002356,2023-03-17
2357,42.0,2023-07-11,Outbound,-1.0,6.32,1,B002357,2023-02-12
2358,44.0,2023-07-15,Outbound,-1.0,16.38,2,B002358,2023-03-09
2359,3.0,2023-07-14,Outbound,-5.0,32.15,5,B002359,2023-06-30
2360,49.0,2023-03-06,Outbound,-7.0,25.7,4,B002360,2023-05-11
2361,49.0,2023-02-18,Inbound,80.0,25.7,4,B002361,2023-03-28
2362,47.0,2023-07-09,Outbound,-4.0,29.6,1,B002362,2023-06-02
2363,16.0,2023-11-07,Outbound,-7.0,43.46,1,B002363,2023-06-25
2364,36.0,2023-08-22,Outbound,-9.0,9.45,4,B002364,2023-06-19
2365,29.0,2023-09-09,Outbound,-6.0,47.09,2,B002365,2023-02-15
2366,31.0,2023-03-19,Outbound,-9.0,19.14,4,B002366,2023-05-07
2367,31.0,2023-09-06,Inbound,184.0,19.14,4,B002367,2023-05-09
2368,34.0,2023-07-14,Outbound,-3.0,43.77,5,B002368,2023-06-29
2369,47.0,2023-10-20,Outbound,-4.0,29.6,5,B002369,2023-05-08
2370,50.0,2023-12-18,Outbound,-6.0,33.76,3,B002370,2023-06-09
2371,38.0,2023-10-04,Outbound,-5.0,34.79,4,B002371,2023-02-20
2372,47.0,2023-02-15,Outbound,-9.0,29.6,3,B002372,2023-03-01
2373,9.0,2023-05-31,Outbound,-7.0,25.66,1,B002373,2023-04-29
2374,9.0,2023-11-03,Outbound,-10.0,25.66,2,B002374,2023-06-05
2375,38.0,2023-06-05,Outbound,-2.0,34.79,5,B002375,2023-04-18
2376,38.0,2023-03-18,Inbound,75.0,34.79,5,B002376,2023-03-25
2377,34.0,2023-06-23,Outbound,-7.0,43.77,4,B002377,2023-03-12
2378,31.0,2023-11-01,Outbound,-4.0,19.14,5,B002378,2023-02-13
2379,45.0,2023-04-05,Outbound,-8.0,31.79,5,B002379,2023-04-01
2380,45.0,2023-04-09,Inbound,193.0,31.79,5,B002380,2023-05-15
2381,40.0,2023-07-18,Outbound,-8.0,26.49,5,B002381,2023-05-12
2382,40.0,2023-09-15,Inbound,152.0,26.49,5,B002382,2023-04-04
2383,42.0,2023-03-16,Outbound,-4.0,6.32,4,B002383,2023-06-21
2384,42.0,2023-07-05,Inbound,71.0,6.32,4,B002384,2023-02-21
2385,21.0,2023-08-13,Outbound,-2.0,34.35,4,B002385,2023-03-02
2386,29.0,2023-08-20,Outbound,-4.0,47.09,5,B002386,2023-04-17
2387,48.0,2023-03-12,Outbound,-1.0,12.0,3,B002387,2023-04-03
2388,48.0,2023-10-12,Inbound,66.0,12.0,3,B002388,2023-04-25
2389,46.0,2023-06-27,Outbound,-10.0,28.66,1,B002389,2023-04-03
2390,24.0,2023-03-27,Outbound,-3.0,25.51,5,B002390,2023-04-16
2391,24.0,2023-08-24,Inbound,147.0,25.51,5,B002391,2023-04-15
2392,45.0,2023-03-27,Outbound,-5.0,31.79,1,B002392,2023-02-25
2393,45.0,2023-02-09,Inbound,147.0,31.79,1,B002393,2023-04-13
2394,17.0,2023-03-21,Outbound,-1.0,25.12,1,B002394,2023-04-08
2395,36.0,2023-09-25,Outbound,-9.0,9.45,2,B002395,2023-05-23
2396,21.0,2023-08-13,Outbound,-5.0,34.35,3,B002396,2023-02-10
2397,45.0,2023-10-31,Outbound,-7.0,31.79,2,B002397,2023-03-14
2398,11.0,2023-12-23,Outbound,-9.0,29.5,3,B002398,2023-02-12
2399,4.0,2023-06-05,Outbound,-9.0,22.83,3,B002399,2023-01-31
2400,4.0,2023-01-28,Inbound,94.0,22.83,3,B002400,2023-02-09
2401,14.0,2023-03-17,Outbound,-4.0,5.42,3,B002401,2023-04-29
2402,29.0,2023-02-27,Outbound,-8.0,47.09,4,B002402,2023-06-22
2403,29.0,2023-06-09,Inbound,198.0,47.09,4,B002403,2023-04-04
2404,31.0,2023-04-11,Outbound,-3.0,19.14,1,B002404,2023-03-06
2405,50.0,2023-12-19,Outbound,-9.0,33.76,5,B002405,2023-06-09
2406,36.0,2023-04-11,Outbound,-1.0,9.45,3,B002406,2023-04-25
2407,19.0,2023-11-22,Outbound,-4.0,40.53,5,B002407,2023-04-19
2408,19.0,2023-07-10,Inbound,56.0,40.53,5,B002408,2023-05-11
2409,6.0,2023-10-29,Outbound,-5.0,23.17,5,B002409,2023-04-01
2410,36.0,2023-03-11,Outbound,-8.0,9.45,4,B002410,2023-06-03
2411,36.0,2023-04-06,Inbound,109.0,9.45,4,B002411,2023-04-05
2412,20.0,2023-09-26,Outbound,-9.0,45.49,5,B002412,2023-06-22
2413,11.0,2023-01-27,Outbound,-9.0,29.5,2,B002413,2023-06-16
2414,11.0,2023-01-15,Inbound,180.0,29.5,2,B002414,2023-04-26
2415,39.0,2023-12-15,Outbound,-4.0,6.98,4,B002415,2023-05-24
2416,49.0,2023-12-25,Outbound,-3.0,25.7,4,B002416,2023-06-14
2417,32.0,2023-09-01,Outbound,-3.0,41.7,5,B002417,2023-04-29
2418,32.0,2023-01-15,Inbound,166.0,41.7,5,B002418,2023-03-25
2419,45.0,2023-06-05,Outbound,-7.0,31.79,1,B002419,2023-03-06
2420,45.0,2023-06-18,Inbound,191.0,31.79,1,B002420,2023-02-24
2421,20.0,2023-11-15,Outbound,-6.0,45.49,2,B002421,2023-05-15
2422,39.0,2023-02-16,Outbound,-7.0,6.98,1,B002422,2023-03-15
2423,39.0,2023-10-12,Inbound,187.0,6.98,1,B002423,2023-06-17
2424,36.0,2023-07-01,Outbound,-1.0,9.45,1,B002424,2023-03-28
2425,6.0,2023-04-10,Outbound,-3.0,23.17,5,B002425,2023-04-15
2426,1.0,2023-10-20,Outbound,-7.0,44.31,3,B002426,2023-06-12
2427,31.0,2023-05-11,Outbound,-2.0,19.14,2,B002427,2023-02-22
2428,30.0,2023-02-27,Outbound,-1.0,25.27,1,B002428,2023-03-07
2429,32.0,2023-07-01,Outbound,-6.0,41.7,1,B002429,2023-05-15
2430,32.0,2023-08-23,Inbound,143.0,41.7,1,B002430,2023-06-15
2431,16.0,2023-04-13,Outbound,-4.0,43.46,5,B002431,2023-04-12
2432,45.0,2023-10-12,Outbound,-7.0,31.79,3,B002432,2023-04-10
2433,45.0,2023-05-29,Inbound,141.0,31.79,3,B002433,2023-06-25
2434,28.0,2023-12-06,Outbound,-8.0,23.04,4,B002434,2023-02-28
2435,43.0,2023-01-15,Outbound,-10.0,10.63,5,B002435,2023-06-10
2436,37.0,2023-05-07,Outbound,-2.0,15.22,5,B002436,2023-06-21
2437,11.0,2023-03-09,Outbound,-7.0,29.5,2,B002437,2023-06-03
2438,21.0,2023-02-14,Outbound,-9.0,34.35,3,B002438,2023-03-28
2439,50.0,2023-05-21,Outbound,-6.0,33.76,3,B002439,2023-05-07
2440,3.0,2023-10-07,Outbound,-1.0,32.15,3,B002440,2023-03-11
2441,41.0,2023-10-06,Outbound,-5.0,15.13,3,B002441,2023-03-07
2442,1.0,2023-05-21,Outbound,-3.0,44.31,5,B002442,2023-05-26
2443,45.0,2023-06-27,Outbound,-4.0,31.79,4,B002443,2023-03-17
2444,45.0,2023-10-14,Inbound,143.0,31.79,4,B002444,2023-05-12
2445,8.0,2023-06-17,Outbound,-8.0,24.93,2,B002445,2023-02-10
2446,50.0,2023-09-04,Outbound,-7.0,33.76,4,B002446,2023-05-30
2447,43.0,2023-04-08,Outbound,-8.0,10.63,5,B002447,2023-05-19
2448,43.0,2023-03-14,Inbound,150.0,10.63,5,B002448,2023-06-18
2449,12.0,2023-11-26,Outbound,-7.0,44.44,1,B002449,2023-05-21
2450,20.0,2023-07-04,Outbound,-5.0,45.49,1,B002450,2023-06-07
2451,20.0,2023-09-25,Inbound,161.0,45.49,1,B002451,2023-04-10
2452,5.0,2023-08-17,Outbound,-8.0,15.41,4,B002452,2023-03-04
2453,14.0,2023-09-20,Outbound,-10.0,5.42,2,B002453,2023-06-06
2454,7.0,2023-11-14,Outbound,-6.0,17.98,1,B002454,2023-03-19
2455,36.0,2023-11-29,Outbound,-3.0,9.45,5,B002455,2023-05-04
2456,45.0,2023-02-11,Outbound,-10.0,31.79,5,B002456,2023-02-23
2457,45.0,2023-03-15,Inbound,98.0,31.79,5,B002457,2023-02-28
2458,20.0,2023-03-10,Outbound,-4.0,45.49,2,B002458,2023-04-08
2459,12.0,2023-01-14,Outbound,-2.0,44.44,4,B002459,2023-03-24
2460,22.0,2023-04-22,Outbound,-7.0,37.89,5,B002460,2023-02-19
2461,1.0,2023-08-05,Outbound,-2.0,44.31,2,B002461,2023-03-09
2462,49.0,2023-03-22,Outbound,-4.0,25.7,3,B002462,2023-04-20
2463,44.0,2023-10-26,Outbound,-9.0,16.38,4,B002463,2023-06-27
2464,44.0,2023-10-18,Inbound,151.0,16.38,4,B002464,2023-04-26
2465,28.0,2023-07-24,Outbound,-9.0,23.04,5,B002465,2023-06-08
2466,28.0,2023-11-27,Inbound,182.0,23.04,5,B002466,2023-02-19
2467,14.0,2023-12-24,Outbound,-1.0,5.42,2,B002467,2023-05-20
2468,20.0,2023-03-25,Outbound,-2.0,45.49,5,B002468,2023-02-17
2469,37.0,2023-09-09,Outbound,-5.0,15.22,2,B002469,2023-05-22
2470,37.0,2023-10-05,Inbound,84.0,15.22,2,B002470,2023-02-27
2471,28.0,2023-05-21,Outbound,-5.0,23.04,4,B002471,2023-03-20
2472,28.0,2023-10-30,Inbound,108.0,23.04,4,B002472,2023-06-01
2473,40.0,2023-04-14,Outbound,-9.0,26.49,3,B002473,2023-02-14
2474,23.0,2023-11-28,Outbound,-4.0,47.9,2,B002474,2023-05-17
2475,23.0,2023-05-16,Inbound,145.0,47.9,2,B002475,2023-03-06
2476,41.0,2023-05-01,Outbound,-6.0,15.13,5,B002476,2023-06-30
2477,36.0,2023-01-05,Outbound,-3.0,9.45,3,B002477,2023-05-27
2478,18.0,2023-10-07,Outbound,-1.0,12.42,5,B002478,2023-02-08
2479,42.0,2023-02-23,Outbound,-5.0,6.32,1,B002479,2023-03-27
2480,42.0,2023-05-12,Inbound,151.0,6.32,1,B002480,2023-02-26
2481,7.0,2023-11-20,Outbound,-3.0,17.98,3,B002481,2023-04-16
2482,40.0,2023-03-08,Outbound,-9.0,26.49,3,B002482,2023-05-08
2483,40.0,2023-08-07,Inbound,87.0,26.49,3,B002483,2023-03-20
2484,46.0,2023-08-05,Outbound,-8.0,28.66,5,B002484,2023-03-04
2485,46.0,2023-12-09,Inbound,61.0,28.66,5,B002485,2023-02-18
2486,5.0,2023-11-16,Outbound,-7.0,15.41,1,B002486,2023-02-19
2487,25.0,2023-07-15,Outbound,-7.0,40.14,3,B002487,2023-03-26
2488,35.0,2023-02-20,Outbound,-8.0,38.65,1,B002488,2023-02-27
2489,35.0,2023-07-08,Inbound,118.0,38.65,1,B002489,2023-04-23
2490,43.0,2023-03-10,Outbound,-8.0,10.63,3,B002490,2023-06-27
2491,43.0,2023-09-15,Inbound,117.0,10.63,3,B002491,2023-03-20
2492,47.0,2023-10-13,Outbound,-2.0,29.6,2,B002492,2023-04-30
2493,47.0,2023-01-08,Outbound,-7.0,29.6,1,B002493,2023-02-13
2494,6.0,2023-12-19,Outbound,-4.0,23.17,5,B002494,2023-06-20
2495,19.0,2023-07-16,Outbound,-2.0,40.53,2,B002495,2023-03-28
2496,14.0,2023-05-10,Outbound,-5.0,5.42,1,B002496,2023-04-17
2497,17.0,2023-12-27,Outbound,-6.0,25.12,5,B002497,2023-03-24
2498,50.0,2023-11-01,Outbound,-1.0,33.76,1,B002498,2023-05-29
2499,50.0,2023-02-25,Inbound,148.0,33.76,1,B002499,2023-02-24
2500,27.0,2023-02-15,Outbound,-1.0,23.33,5,B002500,2023-05-09
2501,27.0,2023-02-20,Inbound,188.0,23.33,5,B002501,2023-06-10
2502,39.0,2023-02-12,Outbound,-3.0,6.98,3,B002502,2023-02-27
2503,16.0,2023-09-03,Outbound,-4.0,43.46,4,B002503,2023-02-16
2504,16.0,2023-10-26,Inbound,189.0,43.46,4,B002504,2023-03-25
2505,30.0,2023-06-29,Outbound,-5.0,25.27,1,B002505,2023-03-08
2506,30.0,2023-07-22,Inbound,141.0,25.27,1,B002506,2023-05-14
2507,1.0,2023-06-22,Outbound,-3.0,44.31,5,B002507,2023-03-24
2508,47.0,2023-05-14,Outbound,-9.0,29.6,3,B002508,2023-03-01
2509,17.0,2023-05-19,Outbound,-1.0,25.12,1,B002509,2023-05-25
2510,17.0,2023-09-23,Inbound,128.0,25.12,1,B002510,2023-03-19
2511,19.0,2023-04-30,Outbound,-3.0,40.53,3,B002511,2023-04-27
2512,19.0,2023-02-14,Inbound,82.0,40.53,3,B002512,2023-02-25
2513,5.0,2023-09-29,Outbound,-6.0,15.41,1,B002513,2023-03-15
2514,32.0,2023-12-02,Outbound,-4.0,41.7,2,B002514,2023-06-23
2515,25.0,2023-06-13,Outbound,-1.0,40.14,4,B002515,2023-04-08
2516,26.0,2023-09-08,Outbound,-7.0,48.87,2,B002516,2023-04-09
2517,26.0,2023-08-13,Inbound,117.0,48.87,2,B002517,2023-05-08
2518,17.0,2023-09-23,Outbound,-9.0,25.12,2,B002518,2023-05-11
2519,17.0,2023-04-14,Inbound,138.0,25.12,2,B002519,2023-03-01
2520,33.0,2023-08-30,Outbound,-9.0,21.05,1,B002520,2023-04-08
2521,35.0,2023-08-05,Outbound,-9.0,38.65,5,B002521,2023-06-14
2522,47.0,2023-12-15,Outbound,-1.0,29.6,1,B002522,2023-05-28
2523,47.0,2023-07-14,Inbound,191.0,29.6,1,B002523,2023-04-15
2524,11.0,2023-09-27,Outbound,-9.0,29.5,4,B002524,2023-03-26
2525,11.0,2023-10-05,Inbound,68.0,29.5,4,B002525,2023-05-14
2526,1.0,2023-06-21,Outbound,-8.0,44.31,1,B002526,2023-05-22
2527,1.0,2023-05-03,Inbound,55.0,44.31,1,B002527,2023-05-08
2528,7.0,2023-11-17,Outbound,-9.0,17.98,3,B002528,2023-05-02
2529,30.0,2023-11-13,Outbound,-10.0,25.27,4,B002529,2023-04-17
2530,30.0,2023-04-07,Inbound,165.0,25.27,4,B002530,2023-05-04
2531,5.0,2023-10-06,Outbound,-6.0,15.41,5,B002531,2023-05-11
2532,10.0,2023-04-27,Outbound,-9.0,10.74,3,B002532,2023-05-30
2533,15.0,2023-10-25,Outbound,-9.0,37.19,4,B002533,2023-04-15
2534,50.0,2023-11-25,Outbound,-3.0,33.76,1,B002534,2023-06-24
2535,31.0,2023-12-07,Outbound,-7.0,19.14,2,B002535,2023-02-12
2536,31.0,2023-09-25,Inbound,79.0,19.14,2,B002536,2023-06-06
2537,34.0,2023-10-13,Outbound,-4.0,43.77,2,B002537,2023-02-21
2538,24.0,2023-08-29,Outbound,-6.0,25.51,4,B002538,2023-06-15
2539,24.0,2023-08-28,Inbound,168.0,25.51,4,B002539,2023-05-27
2540,28.0,2023-07-11,Outbound,-2.0,23.04,3,B002540,2023-02-16
2541,28.0,2023-12-31,Inbound,183.0,23.04,3,B002541,2023-04-19
2542,22.0,2023-03-29,Outbound,-9.0,37.89,3,B002542,2023-04-03
2543,44.0,2023-03-26,Outbound,-1.0,16.38,5,B002543,2023-05-27
2544,44.0,2023-06-01,Inbound,189.0,16.38,5,B002544,2023-03-22
2545,3.0,2023-03-24,Outbound,-5.0,32.15,5,B002545,2023-06-26
2546,8.0,2023-05-27,Outbound,-9.0,24.93,5,B002546,2023-04-14
2547,50.0,2023-09-02,Outbound,-2.0,33.76,1,B002547,2023-03-13
2548,39.0,2023-09-17,Outbound,-9.0,6.98,1,B002548,2023-04-01
2549,38.0,2023-01-21,Outbound,-2.0,34.79,4,B002549,2023-05-29
2550,12.0,2023-11-15,Outbound,-4.0,44.44,5,B002550,2023-06-27
2551,43.0,2023-03-21,Outbound,-1.0,10.63,2,B002551,2023-05-05
2552,40.0,2023-07-29,Outbound,-6.0,26.49,2,B002552,2023-05-24
2553,31.0,2023-10-28,Outbound,-9.0,19.14,3,B002553,2023-04-30
2554,24.0,2023-09-07,Outbound,-6.0,25.51,3,B002554,2023-02-05
2555,29.0,2023-04-29,Outbound,-9.0,47.09,3,B002555,2023-04-18
2556,19.0,2023-02-13,Outbound,-10.0,40.53,1,B002556,2023-02-03
2557,50.0,2023-02-23,Outbound,-7.0,33.76,3,B002557,2023-05-29
2558,44.0,2023-02-10,Outbound,-4.0,16.38,1,B002558,2023-06-28
2559,15.0,2023-01-22,Outbound,-9.0,37.19,3,B002559,2023-04-13
2560,16.0,2023-12-07,Outbound,-9.0,43.46,2,B002560,2023-03-23
2561,16.0,2023-09-14,Inbound,120.0,43.46,2,B002561,2023-01-31
2562,3.0,2023-07-23,Outbound,-8.0,32.15,3,B002562,2023-05-21
2563,44.0,2023-08-22,Outbound,-6.0,16.38,3,B002563,2023-05-21
2564,20.0,2023-11-21,Outbound,-2.0,45.49,3,B002564,2023-05-25
2565,20.0,2023-06-24,Inbound,69.0,45.49,3,B002565,2023-03-17
2566,19.0,2023-01-31,Outbound,-2.0,40.53,4,B002566,2023-04-15
2567,25.0,2023-06-01,Outbound,-3.0,40.14,3,B002567,2023-05-26
2568,9.0,2023-04-15,Outbound,-10.0,25.66,3,B002568,2023-06-16
2569,9.0,2023-02-18,Inbound,136.0,25.66,3,B002569,2023-05-05
2570,7.0,2023-02-13,Outbound,-4.0,17.98,2,B002570,2023-02-07
2571,46.0,2023-03-08,Outbound,-3.0,28.66,5,B002571,2023-06-18
2572,46.0,2023-09-11,Inbound,104.0,28.66,5,B002572,2023-06-02
2573,26.0,2023-02-17,Outbound,-5.0,48.87,1,B002573,2023-03-09
2574,32.0,2023-11-01,Outbound,-6.0,41.7,4,B002574,2023-05-15
2575,5.0,2023-09-24,Outbound,-5.0,15.41,1,B002575,2023-06-28
2576,14.0,2023-03-15,Outbound,-8.0,5.42,5,B002576,2023-05-16
2577,33.0,2023-10-01,Outbound,-7.0,21.05,1,B002577,2023-03-20
2578,3.0,2023-03-31,Outbound,-10.0,32.15,5,B002578,2023-02-02
2579,3.0,2023-02-19,Inbound,61.0,32.15,5,B002579,2023-05-25
2580,36.0,2023-02-12,Outbound,-1.0,9.45,4,B002580,2023-04-30
2581,36.0,2023-09-09,Inbound,131.0,9.45,4,B002581,2023-04-22
2582,15.0,2023-09-09,Outbound,-3.0,37.19,1,B002582,2023-02-04
2583,38.0,2023-06-01,Outbound,-9.0,34.79,5,B002583,2023-02-16
2584,27.0,2023-05-24,Outbound,-8.0,23.33,2,B002584,2023-04-18
2585,19.0,2023-05-23,Outbound,-8.0,40.53,2,B002585,2023-05-14
2586,3.0,2023-02-11,Outbound,-3.0,32.15,3,B002586,2023-06-13
2587,3.0,2023-03-15,Inbound,189.0,32.15,3,B002587,2023-02-22
2588,47.0,2023-10-18,Outbound,-6.0,29.6,1,B002588,2023-05-04
2589,47.0,2023-11-03,Inbound,180.0,29.6,1,B002589,2023-05-12
2590,27.0,2023-06-17,Outbound,-4.0,23.33,1,B002590,2023-04-09
2591,50.0,2023-09-06,Outbound,-9.0,33.76,5,B002591,2023-04-21
2592,33.0,2023-03-22,Outbound,-10.0,21.05,5,B002592,2023-05-10
2593,44.0,2023-02-24,Outbound,-8.0,16.38,1,B002593,2023-04-09
2594,39.0,2023-02-03,Outbound,-1.0,6.98,1,B002594,2023-02-23
2595,39.0,2023-08-20,Inbound,129.0,6.98,1,B002595,2023-05-18
2596,26.0,2023-05-25,Outbound,-4.0,48.87,4,B002596,2023-03-17
2597,3.0,2023-02-24,Outbound,-9.0,32.15,3,B002597,2023-02-10
2598,14.0,2023-11-12,Outbound,-8.0,5.42,5,B002598,2023-04-02
2599,34.0,2023-03-07,Outbound,-10.0,43.77,2,B002599,2023-06-19
2600,10.0,2023-10-27,Outbound,-1.0,10.74,4,B002600,2023-04-02
2601,10.0,2023-07-19,Inbound,133.0,10.74,4,B002601,2023-06-09
2602,43.0,2023-12-16,Outbound,-5.0,10.63,4,B002602,2023-03-28
2603,30.0,2023-09-21,Outbound,-7.0,25.27,4,B002603,2023-02-02
2604,44.0,2023-11-26,Outbound,-9.0,16.38,1,B002604,2023-04-11
2605,44.0,2023-05-16,Inbound,115.0,16.38,1,B002605,2023-05-10
2606,23.0,2023-06-21,Outbound,-5.0,47.9,5,B002606,2023-06-14
2607,23.0,2023-07-14,Inbound,187.0,47.9,5,B002607,2023-06-09
2608,12.0,2023-11-05,Outbound,-1.0,44.44,1,B002608,2023-02-15
2609,42.0,2023-06-03,Outbound,-4.0,6.32,4,B002609,2023-04-22
2610,13.0,2023-07-09,Outbound,-3.0,33.65,3,B002610,2023-04-06
2611,48.0,2023-01-31,Outbound,-3.0,12.0,2,B002611,2023-03-24
2612,48.0,2023-08-23,Inbound,162.0,12.0,2,B002612,2023-06-02
2613,12.0,2023-03-15,Outbound,-5.0,44.44,5,B002613,2023-05-10
2614,6.0,2023-05-23,Outbound,-3.0,23.17,4,B002614,2023-02-18
2615,25.0,2023-02-22,Outbound,-4.0,40.14,2,B002615,2023-06-03
