OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,DiscountPercent,TotalLineAmount
1263,420,10,8,83.62,0.03,648.8912
1264,421,19,10,42.91,0.14,369.02599999999995
1265,421,43,2,51.53,0.08,94.8152
1266,421,36,10,57.5,0.04,552.0
1267,422,46,8,78.86,0.09,574.1008
1268,422,18,5,39.71,0.12,174.72400000000002
1269,422,33,4,57.56,0.04,221.03040000000001
1270,423,1,7,36.31,0.01,251.62830000000002
1271,423,31,4,57.86,0.08,212.9248
1272,423,25,7,17.01,0.13,103.5909
1273,423,4,3,85.56,0.18,210.47760000000002
1274,424,14,10,95.51,0.13,830.937
1275,424,21,1,84.01,0.15,71.4085
1276,424,12,8,79.66,0.1,573.552
1277,424,5,2,65.94,0.07,122.64839999999998
1278,425,4,7,85.56,0.04,574.9632
1279,425,21,6,84.01,0.09,458.6946000000001
1280,425,24,5,97.28,0.16,408.57599999999996
1281,425,26,3,27.01,0.08,74.5476
1282,426,24,4,97.28,0.05,369.664
1283,426,37,1,30.94,0.09,28.155400000000004
1284,426,33,2,57.56,0.1,103.608
1285,426,47,2,62.32,0.04,119.6544
1286,426,19,6,42.91,0.12,226.5648
1287,427,30,10,95.73,0.04,919.008
1288,427,42,10,80.86,0.19,654.966
1289,428,33,9,57.56,0.1,466.236
1290,428,37,5,30.94,0.03,150.05900000000003
1291,428,15,1,84.6,0.1,76.14
1292,428,26,9,27.01,0.02,238.2282
1293,428,35,5,55.38,0.09,251.97900000000004
1294,429,10,8,83.62,0.16,561.9264000000001
1295,430,26,10,27.01,0.13,234.98700000000002
1296,430,6,5,31.72,0.16,133.224
1297,430,13,4,48.07,0.07,178.82039999999998
1298,431,15,5,84.6,0.09,384.93
1299,431,3,2,46.64,0.15,79.288
1300,431,37,9,30.94,0.02,272.8908
1301,431,49,8,27.29,0.11,194.3048
1302,432,48,7,34.73,0.1,218.79899999999998
1303,432,34,4,27.1,0.14,93.224
1304,433,10,9,83.62,0.09,684.8478
1305,433,37,10,30.94,0.06,290.836
1306,434,30,6,95.73,0.1,516.942
1307,434,50,5,23.37,0.15,99.3225
1308,434,17,5,67.11,0.18,275.151
1309,434,49,2,27.29,0.07,50.75939999999999
1310,434,45,1,64.46,0.17,53.50179999999999
1311,435,28,1,35.08,0.01,34.7292
1312,435,22,8,88.78,0.04,681.8303999999999
1313,435,15,10,84.6,0.11,752.94
1314,435,14,1,95.51,0.15,81.18350000000001
1315,435,13,3,48.07,0.18,118.25220000000002
1316,436,11,9,40.72,0.1,329.83200000000005
1317,437,25,4,17.01,0.0,68.04
1318,437,16,9,70.97,0.18,523.7586
1319,437,10,2,83.62,0.04,160.5504
1320,438,27,4,83.25,0.03,323.01
1321,438,17,8,67.11,0.14,461.7168
1322,439,46,3,78.86,0.04,227.11679999999998
1323,439,48,6,34.73,0.14,179.2068
1324,440,48,9,34.73,0.15,265.6845
1325,440,49,5,27.29,0.03,132.35649999999998
1326,440,42,6,80.86,0.17,402.68279999999993
1327,440,5,7,65.94,0.01,456.9642
1328,441,12,3,79.66,0.16,200.74319999999997
1329,441,21,7,84.01,0.07,546.9051000000001
1330,442,27,4,83.25,0.18,273.06
1331,442,36,6,57.5,0.07,320.84999999999997
1332,442,3,3,46.64,0.03,135.72240000000002
1333,442,33,1,57.56,0.02,56.4088
1334,443,28,9,35.08,0.11,280.9908
1335,443,6,7,31.72,0.12,195.3952
1336,443,35,1,55.38,0.04,53.1648
1337,443,21,7,84.01,0.07,546.9051000000001
1338,443,32,8,55.49,0.03,430.6024
1339,444,18,2,39.71,0.02,77.8316
1340,444,44,10,79.47,0.12,699.336
1341,444,21,3,84.01,0.18,206.66460000000004
1342,445,2,8,23.26,0.06,174.9152
1343,445,47,4,62.32,0.11,221.85920000000002
1344,445,32,5,55.49,0.1,249.70499999999998
1345,445,27,4,83.25,0.13,289.71
1346,446,16,6,70.97,0.15,361.947
1347,447,15,2,84.6,0.01,167.50799999999998
1348,447,5,7,65.94,0.19,373.8798
1349,448,44,5,79.47,0.19,321.85350000000005
1350,448,30,5,95.73,0.18,392.49300000000005
1351,449,38,1,55.98,0.01,55.420199999999994
1352,449,1,3,36.31,0.08,100.21560000000001
1353,450,17,4,67.11,0.15,228.17399999999998
1354,450,48,2,34.73,0.19,56.2626
1355,450,26,2,27.01,0.19,43.75620000000001
1356,450,21,3,84.01,0.04,241.9488
1357,451,41,3,24.85,0.06,70.07700000000001
1358,451,29,7,88.54,0.1,557.8020000000001
1359,451,33,5,57.56,0.04,276.288
1360,451,11,1,40.72,0.08,37.4624
1361,451,16,8,70.97,0.16,476.91839999999996
1362,452,33,1,57.56,0.11,51.2284
1363,452,14,1,95.51,0.13,83.0937
1364,452,9,3,81.64,0.13,213.08040000000003
1365,452,49,10,27.29,0.04,261.984
1366,453,10,3,83.62,0.09,228.28260000000003
1367,453,24,7,97.28,0.05,646.912
1368,453,22,1,88.78,0.14,76.3508
1369,454,36,10,57.5,0.04,552.0
1370,454,21,10,84.01,0.13,730.8870000000001
1371,454,4,6,85.56,0.04,492.8256
1372,454,15,5,84.6,0.19,342.63
1373,455,30,1,95.73,0.15,81.3705
1374,455,40,9,14.37,0.2,103.464
1375,456,43,1,51.53,0.16,43.285199999999996
1376,457,45,8,64.46,0.17,428.0143999999999
1377,457,34,1,27.1,0.02,26.558
1378,457,41,4,24.85,0.06,93.436
1379,457,1,8,36.31,0.16,244.0032
1380,457,48,3,34.73,0.16,87.5196
1381,458,35,8,55.38,0.02,434.17920000000004
1382,458,42,9,80.86,0.05,691.353
1383,458,20,10,60.23,0.08,554.116
1384,458,21,4,84.01,0.12,295.71520000000004
1385,458,11,9,40.72,0.04,351.8208
1386,459,15,2,84.6,0.16,142.128
1387,459,6,4,31.72,0.08,116.7296
1388,459,28,5,35.08,0.13,152.59799999999998
1389,460,28,9,35.08,0.04,303.09119999999996
1390,460,18,7,39.71,0.15,236.27450000000002
1391,461,12,8,79.66,0.05,605.4159999999999
1392,462,43,4,51.53,0.06,193.75279999999998
1393,462,8,7,74.62,0.01,517.1166000000001
1394,462,40,5,14.37,0.12,63.227999999999994
1395,463,38,10,55.98,0.09,509.41799999999995
1396,463,4,6,85.56,0.02,503.0928
1397,463,32,4,55.49,0.03,215.3012
1398,463,50,7,23.37,0.19,132.5079
1399,463,3,4,46.64,0.12,164.1728
1400,464,12,6,79.66,0.06,449.28239999999994
1401,465,49,5,27.29,0.03,132.35649999999998
1402,465,22,6,88.78,0.04,511.37280000000004
1403,465,12,3,79.66,0.2,191.184
1404,466,7,3,20.53,0.08,56.662800000000004
1405,466,36,10,57.5,0.19,465.75000000000006
1406,466,20,6,60.23,0.14,310.78679999999997
1407,467,11,5,40.72,0.02,199.528
1408,467,12,6,79.66,0.11,425.38439999999997
1409,468,28,7,35.08,0.09,223.45960000000002
1410,469,30,5,95.73,0.11,425.99850000000004
1411,469,29,1,88.54,0.16,74.3736
1412,470,48,4,34.73,0.18,113.9144
1413,470,22,9,88.78,0.04,767.0591999999999
1414,471,49,2,27.29,0.07,50.75939999999999
1415,471,38,6,55.98,0.0,335.88
1416,471,14,7,95.51,0.03,648.5129000000001
1417,471,50,7,23.37,0.02,160.3182
1418,472,19,5,42.91,0.14,184.51299999999998
1419,472,16,1,70.97,0.08,65.2924
1420,472,33,6,57.56,0.0,345.36
1421,472,7,9,20.53,0.06,173.6838
1422,472,18,2,39.71,0.16,66.7128
1423,473,13,6,48.07,0.03,279.7674
1424,474,26,4,27.01,0.08,99.39680000000001
1425,474,9,3,81.64,0.09,222.87720000000002
1426,475,3,1,46.64,0.02,45.7072
1427,476,16,2,70.97,0.17,117.8102
1428,476,23,8,26.09,0.19,169.06320000000002
1429,476,19,1,42.91,0.13,37.3317
1430,476,8,4,74.62,0.09,271.6168
1431,477,29,9,88.54,0.14,685.2996
1432,477,32,5,55.49,0.03,269.12649999999996
1433,477,9,10,81.64,0.08,751.088
1434,477,30,8,95.73,0.18,627.9888000000001
1435,477,18,3,39.71,0.13,103.64309999999999
1436,478,13,10,48.07,0.16,403.78799999999995
1437,478,28,4,35.08,0.06,131.90079999999998
1438,478,19,8,42.91,0.0,343.28
1439,479,25,1,17.01,0.12,14.968800000000002
1440,479,32,1,55.49,0.18,45.5018
1441,480,4,6,85.56,0.03,497.9592
1442,480,43,3,51.53,0.07,143.7687
1443,481,32,2,55.49,0.12,97.6624
1444,481,2,1,23.26,0.13,20.2362
1445,481,18,1,39.71,0.06,37.3274
1446,482,6,10,31.72,0.17,263.27599999999995
1447,482,48,2,34.73,0.09,63.2086
1448,482,29,8,88.54,0.1,637.488
1449,482,49,3,27.29,0.02,80.2326
1450,483,9,5,81.64,0.16,342.888
1451,483,5,1,65.94,0.05,62.642999999999994
1452,484,29,4,88.54,0.1,318.744
1453,485,28,5,35.08,0.16,147.33599999999998
1454,485,1,5,36.31,0.06,170.657
1455,486,27,8,83.25,0.13,579.42
1456,486,43,5,51.53,0.02,252.49699999999999
1457,486,8,9,74.62,0.09,611.1378000000001
1458,486,45,5,64.46,0.04,309.40799999999996
1459,486,16,8,70.97,0.15,482.596
1460,487,13,1,48.07,0.13,41.8209
1461,487,15,1,84.6,0.02,82.90799999999999
1462,487,21,6,84.01,0.1,453.65400000000005
1463,487,48,3,34.73,0.01,103.1481
1464,487,7,8,20.53,0.16,137.9616
1465,488,12,5,79.66,0.11,354.48699999999997
1466,488,42,5,80.86,0.07,375.99899999999997
1467,488,33,6,57.56,0.2,276.288
1468,488,6,3,31.72,0.09,86.5956
1469,488,27,3,83.25,0.1,224.775
1470,489,9,7,81.64,0.17,474.3284
1471,489,43,7,51.53,0.05,342.6745
1472,489,14,8,95.51,0.14,657.1088
1473,489,8,5,74.62,0.18,305.94200000000006
1474,490,43,3,51.53,0.18,126.76380000000002
1475,490,30,8,95.73,0.1,689.2560000000001
1476,491,28,7,35.08,0.16,206.2704
1477,491,46,7,78.86,0.12,485.7776
1478,492,4,7,85.56,0.14,515.0712000000001
1479,493,48,6,34.73,0.06,195.8772
1480,493,47,3,62.32,0.19,151.4376
1481,494,34,9,27.1,0.11,217.071
1482,494,3,8,46.64,0.09,339.5392
1483,495,19,9,42.91,0.14,332.12339999999995
1484,495,43,3,51.53,0.05,146.8605
1485,495,6,2,31.72,0.15,53.924
1486,495,18,1,39.71,0.13,34.5477
1487,495,8,2,74.62,0.19,120.88440000000001
1488,496,43,2,51.53,0.05,97.907
1489,496,33,3,57.56,0.15,146.778
1490,496,44,4,79.47,0.08,292.44960000000003
1491,496,13,8,48.07,0.05,365.332
1492,496,21,3,84.01,0.07,234.3879
1493,497,42,2,80.86,0.1,145.548
1494,497,23,9,26.09,0.12,206.6328
1495,497,44,8,79.47,0.15,540.396
1496,497,18,4,39.71,0.07,147.72119999999998
1497,497,11,1,40.72,0.16,34.2048
1498,498,29,8,88.54,0.13,616.2384000000001
1499,498,1,4,36.31,0.19,117.64440000000002
1500,498,14,10,95.51,0.0,955.1
1501,499,30,2,95.73,0.03,185.71620000000001
1502,500,50,10,23.37,0.06,219.678
1503,500,44,7,79.47,0.01,550.7271
1504,500,5,3,65.94,0.06,185.9508
1505,501,4,2,85.56,0.11,152.29680000000002
1506,501,29,6,88.54,0.01,525.9276
1507,502,35,5,55.38,0.08,254.74800000000005
1508,503,15,4,84.6,0.06,318.09599999999995
1509,503,49,5,27.29,0.2,109.16
1510,504,29,9,88.54,0.04,764.9856
1511,505,45,5,64.46,0.03,312.631
1512,505,13,2,48.07,0.02,94.2172
1513,505,3,9,46.64,0.16,352.59839999999997
1514,506,33,7,57.56,0.1,362.62800000000004
1515,507,45,2,64.46,0.13,112.16039999999998
1516,507,37,5,30.94,0.09,140.77700000000002
1517,507,39,8,69.63,0.01,551.4696
1518,507,27,10,83.25,0.04,799.1999999999999
1519,507,34,1,27.1,0.13,23.577
1520,508,18,3,39.71,0.09,108.4083
1521,508,8,10,74.62,0.14,641.7320000000001
1522,509,29,10,88.54,0.08,814.5680000000001
1523,509,23,6,26.09,0.07,145.58219999999997
1524,509,17,8,67.11,0.02,526.1424
1525,510,7,9,20.53,0.11,164.4453
1526,511,11,10,40.72,0.04,390.912
1527,511,3,9,46.64,0.03,407.1672
1528,511,26,5,27.01,0.15,114.7925
1529,511,30,2,95.73,0.17,158.9118
1530,512,19,9,42.91,0.18,316.6758
1531,512,24,1,97.28,0.1,87.552
1532,512,8,6,74.62,0.04,429.8112
1533,512,33,1,57.56,0.0,57.56
1534,512,9,9,81.64,0.1,661.284
1535,513,43,3,51.53,0.04,148.4064
1536,513,44,4,79.47,0.16,267.0192
1537,513,33,4,57.56,0.16,193.4016
1538,513,16,6,70.97,0.19,344.9142
1539,513,28,9,35.08,0.16,265.2048
1540,514,4,5,85.56,0.13,372.18600000000004
1541,514,50,10,23.37,0.19,189.29700000000003
1542,514,2,3,23.26,0.12,61.4064
1543,515,2,6,23.26,0.1,125.604
1544,515,35,9,55.38,0.08,458.54640000000006
1545,516,38,5,55.98,0.13,243.51299999999998
1546,516,30,6,95.73,0.07,534.1734
1547,517,50,5,23.37,0.02,114.513
1548,518,23,9,26.09,0.17,194.8923
1549,518,30,9,95.73,0.04,827.1072
1550,518,4,2,85.56,0.01,169.4088
1551,518,13,10,48.07,0.16,403.78799999999995
1552,518,48,2,34.73,0.16,58.346399999999996
1553,519,42,6,80.86,0.15,412.38599999999997
1554,519,4,8,85.56,0.17,568.1184
1555,520,40,6,14.37,0.16,72.42479999999999
1556,520,8,1,74.62,0.09,67.9042
1557,520,36,8,57.5,0.0,460.0
1558,520,29,8,88.54,0.1,637.488
1559,521,28,7,35.08,0.15,208.726
1560,521,46,7,78.86,0.06,518.8987999999999
1561,521,8,2,74.62,0.02,146.2552
1562,521,41,9,24.85,0.12,196.812
1563,522,1,4,36.31,0.2,116.19200000000001
1564,522,38,9,55.98,0.18,413.1324
1565,522,21,9,84.01,0.17,627.5547
1566,522,45,6,64.46,0.11,344.2164
1567,522,28,4,35.08,0.07,130.49759999999998
1568,523,46,10,78.86,0.09,717.6260000000001
1569,523,7,3,20.53,0.13,53.5833
1570,523,28,1,35.08,0.14,30.168799999999997
1571,523,22,7,88.78,0.19,503.3826000000001
1572,524,49,8,27.29,0.03,211.7704
1573,524,30,10,95.73,0.01,947.7270000000001
1574,524,10,9,83.62,0.06,707.4252
1575,525,16,3,70.97,0.11,189.4899
1576,525,26,10,27.01,0.17,224.18300000000002
1577,526,10,2,83.62,0.11,148.8436
1578,526,37,2,30.94,0.09,56.31080000000001
1579,526,40,2,14.37,0.08,26.4408
1580,526,44,1,79.47,0.08,73.11240000000001
1581,526,11,3,40.72,0.03,118.4952
1582,527,47,8,62.32,0.0,498.56
1583,527,2,10,23.26,0.09,211.66600000000003
1584,527,23,6,26.09,0.19,126.7974
1585,528,47,10,62.32,0.19,504.7920000000001
1586,528,32,1,55.49,0.11,49.3861
1587,528,45,8,64.46,0.04,495.05279999999993
1588,529,31,3,57.86,0.09,157.9578
1589,530,14,6,95.51,0.14,492.83160000000004
1590,530,25,1,17.01,0.17,14.118300000000001
1591,531,30,1,95.73,0.02,93.8154
1592,531,39,7,69.63,0.11,433.7949
1593,532,31,3,57.86,0.05,164.90099999999998
1594,532,2,2,23.26,0.15,39.542
1595,533,23,2,26.09,0.01,51.6582
1596,533,14,7,95.51,0.11,595.0273000000001
1597,533,7,7,20.53,0.05,136.5245
1598,534,48,9,34.73,0.08,287.5644
1599,534,23,5,26.09,0.13,113.49149999999999
1600,534,10,10,83.62,0.05,794.39
1601,535,17,5,67.11,0.05,318.7725
1602,535,42,1,80.86,0.08,74.3912
1603,535,24,4,97.28,0.04,373.5552
1604,535,36,10,57.5,0.02,563.5
1605,536,47,4,62.32,0.15,211.888
1606,536,27,2,83.25,0.07,154.845
1607,536,31,1,57.86,0.16,48.602399999999996
1608,536,19,4,42.91,0.13,149.3268
1609,537,32,6,55.49,0.06,312.9636
1610,537,4,4,85.56,0.15,290.904
1611,537,9,5,81.64,0.16,342.888
1612,537,49,3,27.29,0.0,81.87
1613,537,48,10,34.73,0.03,336.881
1614,538,26,7,27.01,0.13,164.4909
1615,538,10,7,83.62,0.01,579.4866000000001
1616,538,50,9,23.37,0.16,176.6772
1617,538,39,5,69.63,0.06,327.26099999999997
1618,538,44,1,79.47,0.03,77.0859
1619,539,9,10,81.64,0.18,669.448
1620,539,10,8,83.62,0.01,662.2704
1621,540,21,3,84.01,0.05,239.4285
1622,540,46,7,78.86,0.15,469.217
1623,541,24,7,97.28,0.11,606.0544
1624,541,43,6,51.53,0.14,265.8948
1625,542,4,7,85.56,0.19,485.12520000000006
1626,542,45,4,64.46,0.08,237.2128
1627,542,16,1,70.97,0.07,66.0021
1628,542,50,9,23.37,0.11,187.1937
1629,543,8,4,74.62,0.1,268.632
1630,544,39,3,69.63,0.08,192.1788
1631,544,16,4,70.97,0.06,266.8472
1632,544,41,3,24.85,0.03,72.3135
1633,544,42,2,80.86,0.03,156.8684
1634,544,37,7,30.94,0.18,177.59560000000002
1635,545,40,4,14.37,0.07,53.456399999999995
1636,545,25,7,17.01,0.08,109.54440000000001
1637,545,38,1,55.98,0.16,47.023199999999996
1638,546,6,5,31.72,0.05,150.67
1639,546,14,2,95.51,0.06,179.5588
1640,546,31,5,57.86,0.08,266.156
1641,546,30,8,95.73,0.07,712.2312
1642,547,42,1,80.86,0.02,79.2428
1643,547,44,1,79.47,0.16,66.7548
1644,547,3,5,46.64,0.04,223.87199999999999
1645,547,49,7,27.29,0.13,166.1961
1646,548,47,4,62.32,0.12,219.3664
1647,548,16,7,70.97,0.11,442.14309999999995
1648,548,36,9,57.5,0.12,455.4
1649,548,29,6,88.54,0.03,515.3028
1650,549,31,9,57.86,0.1,468.666
1651,549,34,3,27.1,0.17,67.479
1652,550,47,4,62.32,0.03,241.8016
1653,551,50,6,23.37,0.04,134.6112
1654,551,38,5,55.98,0.06,263.10599999999994
1655,551,47,9,62.32,0.07,521.6184
1656,551,9,7,81.64,0.16,480.0432
1657,552,9,10,81.64,0.1,734.76
1658,552,38,2,55.98,0.02,109.7208
1659,552,34,7,27.1,0.11,168.83300000000003
1660,553,31,4,57.86,0.2,185.15200000000002
1661,553,45,8,64.46,0.05,489.8959999999999
1662,553,40,8,14.37,0.1,103.464
1663,553,42,4,80.86,0.02,316.9712
1664,553,21,2,84.01,0.1,151.21800000000002
1665,554,29,4,88.54,0.09,322.28560000000004
1666,554,48,1,34.73,0.08,31.9516
1667,555,46,10,78.86,0.14,678.196
1668,556,24,3,97.28,0.15,248.06400000000002
1669,557,45,5,64.46,0.01,319.07699999999994
1670,557,17,1,67.11,0.19,54.359100000000005
1671,557,36,9,57.5,0.12,455.4
1672,557,21,5,84.01,0.01,415.84950000000003
1673,558,45,7,64.46,0.13,392.5614
1674,558,11,9,40.72,0.09,333.4968
1675,559,4,9,85.56,0.07,716.1371999999999
1676,559,14,4,95.51,0.03,370.5788
1677,560,29,8,88.54,0.14,609.1552
1678,560,31,3,57.86,0.04,166.63679999999997
1679,561,50,9,23.37,0.11,187.1937
1680,561,36,1,57.5,0.1,51.75
1681,561,19,4,42.91,0.19,139.0284
1682,561,6,5,31.72,0.18,130.052
1683,562,36,8,57.5,0.11,409.40000000000003
1684,562,20,9,60.23,0.17,449.9180999999999
1685,562,11,9,40.72,0.13,318.8376
1686,563,39,4,69.63,0.19,225.6012
1687,564,49,3,27.29,0.12,72.04560000000001
1688,564,32,3,55.49,0.0,166.47
1689,564,45,7,64.46,0.07,419.6345999999999
1690,564,20,6,60.23,0.15,307.173
1691,564,39,7,69.63,0.04,467.9136
1692,565,36,1,57.5,0.04,55.199999999999996
1693,566,6,3,31.72,0.06,89.45039999999999
1694,566,1,7,36.31,0.0,254.17000000000002
1695,567,31,2,57.86,0.14,99.5192
1696,567,30,1,95.73,0.08,88.0716
1697,567,32,6,55.49,0.17,276.3402
1698,567,16,4,70.97,0.11,252.6532
1699,568,45,7,64.46,0.03,437.68339999999995
1700,568,28,8,35.08,0.03,272.2208
1701,568,43,10,51.53,0.13,448.311
1702,569,37,2,30.94,0.05,58.786
1703,570,11,7,40.72,0.03,276.48879999999997
1704,570,21,9,84.01,0.08,695.6028000000001
1705,570,50,6,23.37,0.19,113.57820000000001
1706,571,3,1,46.64,0.15,39.644
1707,571,41,5,24.85,0.1,111.825
1708,571,1,3,36.31,0.03,105.66210000000001
1709,571,45,4,64.46,0.07,239.79119999999995
1710,571,8,8,74.62,0.09,543.2336
1711,572,50,7,23.37,0.14,140.6874
1712,572,43,8,51.53,0.09,375.13840000000005
1713,573,12,7,79.66,0.07,518.5866
1714,573,20,5,60.23,0.08,277.058
1715,573,5,8,65.94,0.07,490.5935999999999
1716,574,14,10,95.51,0.05,907.345
1717,574,7,6,20.53,0.02,120.71640000000001
1718,574,36,3,57.5,0.03,167.325
1719,574,45,10,64.46,0.15,547.9099999999999
1720,575,20,4,60.23,0.14,207.19119999999998
1721,575,12,2,79.66,0.13,138.6084
1722,575,22,7,88.78,0.08,571.7432
1723,575,1,2,36.31,0.19,58.82220000000001
1724,576,49,4,27.29,0.07,101.51879999999998
1725,576,44,9,79.47,0.06,672.3162
1726,576,28,9,35.08,0.16,265.2048
1727,576,14,1,95.51,0.13,83.0937
1728,576,20,2,60.23,0.02,118.0508
1729,577,37,5,30.94,0.1,139.23000000000002
1730,578,28,5,35.08,0.08,161.368
1731,578,40,9,14.37,0.01,128.0367
1732,578,23,4,26.09,0.15,88.706
1733,578,41,6,24.85,0.1,134.19000000000003
1734,578,36,3,57.5,0.02,169.04999999999998
1735,579,18,1,39.71,0.03,38.5187
1736,579,42,5,80.86,0.2,323.44000000000005
1737,579,7,3,20.53,0.04,59.126400000000004
1738,579,40,9,14.37,0.03,125.45009999999998
1739,580,46,8,78.86,0.01,624.5712
1740,580,5,7,65.94,0.06,433.88519999999994
1741,581,25,7,17.01,0.14,102.4002
1742,581,35,8,55.38,0.09,403.1664
1743,581,43,8,51.53,0.18,338.0368
1744,582,47,2,62.32,0.15,105.944
1745,583,47,7,62.32,0.0,436.24
1746,583,6,4,31.72,0.17,105.31039999999999
1747,583,19,2,42.91,0.18,70.3724
1748,583,14,5,95.51,0.19,386.81550000000004
1749,583,17,6,67.11,0.18,330.1812
1750,584,50,1,23.37,0.16,19.6308
1751,585,27,1,83.25,0.18,68.265
1752,586,39,3,69.63,0.07,194.26769999999996
1753,586,16,4,70.97,0.09,258.3308
1754,586,30,5,95.73,0.12,421.21200000000005
1755,586,1,3,36.31,0.03,105.66210000000001
1756,586,47,9,62.32,0.19,454.31280000000004
1757,587,17,1,67.11,0.16,56.3724
1758,588,19,3,42.91,0.19,104.2713
1759,588,5,6,65.94,0.06,371.9016
1760,588,32,4,55.49,0.15,188.666
1761,589,25,1,17.01,0.03,16.4997
1762,589,26,7,27.01,0.15,160.70950000000002
1763,589,17,9,67.11,0.04,579.8303999999999
1764,589,33,9,57.56,0.03,502.49879999999996
1765,589,35,9,55.38,0.04,478.4832
1766,590,47,1,62.32,0.1,56.088
1767,591,11,9,40.72,0.09,333.4968
1768,591,1,8,36.31,0.06,273.0512
1769,591,7,9,20.53,0.09,168.1407
1770,591,30,10,95.73,0.17,794.559
1771,592,5,6,65.94,0.1,356.076
1772,592,10,9,83.62,0.09,684.8478
1773,593,15,9,84.6,0.09,692.874
1774,593,50,3,23.37,0.09,63.8001
1775,593,31,7,57.86,0.16,340.2168
1776,593,34,4,27.1,0.11,96.47600000000001
1777,594,24,6,97.28,0.04,560.3328
1778,595,28,2,35.08,0.09,63.8456
1779,595,22,9,88.78,0.13,695.1474
1780,595,44,1,79.47,0.05,75.4965
1781,595,3,5,46.64,0.03,226.20399999999998
1782,596,8,9,74.62,0.03,651.4326
1783,596,50,2,23.37,0.15,39.729
1784,597,39,9,69.63,0.16,526.4028
1785,597,38,2,55.98,0.02,109.7208
1786,597,12,4,79.66,0.17,264.47119999999995
1787,598,43,1,51.53,0.12,45.3464
1788,599,40,6,14.37,0.03,83.6334
1789,599,31,9,57.86,0.16,437.4216
1790,599,24,6,97.28,0.02,572.0064000000001
1791,599,29,9,88.54,0.07,741.0798
1792,599,19,10,42.91,0.09,390.481
1793,600,50,7,23.37,0.03,158.6823
1794,600,44,4,79.47,0.04,305.16479999999996
1795,600,15,9,84.6,0.16,639.5759999999999
1796,601,16,9,70.97,0.06,600.4062
1797,601,3,8,46.64,0.1,335.808
1798,601,44,6,79.47,0.11,424.3698
1799,602,20,2,60.23,0.13,104.80019999999999
1800,602,19,2,42.91,0.15,72.94699999999999
1801,602,25,3,17.01,0.17,42.3549
1802,603,9,10,81.64,0.03,791.9079999999999
1803,603,7,4,20.53,0.01,81.2988
1804,603,46,3,78.86,0.01,234.21419999999998
1805,603,26,5,27.01,0.17,112.09150000000001
1806,604,32,6,55.49,0.17,276.3402
1807,604,5,5,65.94,0.11,293.433
1808,604,14,8,95.51,0.02,748.7984
1809,604,33,7,57.56,0.09,366.65720000000005
1810,605,3,10,46.64,0.08,429.088
1811,606,36,1,57.5,0.16,48.3
1812,607,15,3,84.6,0.09,230.958
1813,607,38,9,55.98,0.13,438.3234
1814,607,27,8,83.25,0.17,552.78
1815,607,19,8,42.91,0.08,315.81759999999997
1816,608,3,3,46.64,0.07,130.12560000000002
1817,608,47,6,62.32,0.13,325.3104
1818,608,27,4,83.25,0.03,323.01
1819,608,50,9,23.37,0.18,172.47060000000002
1820,608,33,10,57.56,0.11,512.284
1821,609,44,8,79.47,0.04,610.3295999999999
1822,609,39,1,69.63,0.1,62.666999999999994
1823,610,26,4,27.01,0.09,98.31640000000002
1824,610,3,9,46.64,0.01,415.56239999999997
1825,610,14,8,95.51,0.0,764.08
1826,610,34,10,27.1,0.14,233.06
1827,611,10,1,83.62,0.11,74.4218
1828,611,43,5,51.53,0.14,221.57899999999998
1829,612,30,7,95.73,0.14,576.2946000000001
1830,612,44,9,79.47,0.11,636.5547
1831,612,23,5,26.09,0.07,121.31849999999999
1832,612,12,1,79.66,0.03,77.27019999999999
1833,612,42,4,80.86,0.12,284.6272
1834,613,13,3,48.07,0.08,132.6732
1835,613,48,3,34.73,0.07,96.8967
1836,613,12,5,79.66,0.16,334.57199999999995
1837,613,6,3,31.72,0.15,80.886
1838,614,25,4,17.01,0.17,56.473200000000006
1839,614,19,4,42.91,0.16,144.17759999999998
1840,614,17,8,67.11,0.01,531.5112
1841,614,10,8,83.62,0.06,628.8224
1842,614,48,3,34.73,0.18,85.4358
1843,615,33,1,57.56,0.13,50.077200000000005
1844,615,39,8,69.63,0.1,501.33599999999996
1845,615,6,6,31.72,0.1,171.288
1846,615,15,10,84.6,0.09,769.86
1847,616,23,1,26.09,0.17,21.6547
1848,616,10,8,83.62,0.14,575.3056
1849,617,7,1,20.53,0.12,18.0664
1850,617,33,7,57.56,0.15,342.482
1851,617,28,1,35.08,0.17,29.1164
1852,617,20,4,60.23,0.02,236.1016
1853,618,36,4,57.5,0.03,223.1
1854,618,19,6,42.91,0.04,247.16159999999996
1855,618,48,8,34.73,0.15,236.16399999999996
1856,618,2,9,23.26,0.0,209.34
1857,619,17,2,67.11,0.12,118.1136
1858,620,34,9,27.1,0.0,243.9
1859,620,50,8,23.37,0.18,153.30720000000002
1860,620,18,5,39.71,0.07,184.6515
1861,620,44,2,79.47,0.16,133.5096
1862,621,40,8,14.37,0.16,96.56639999999999
1863,621,46,5,78.86,0.16,331.212
1864,621,47,7,62.32,0.12,383.8912
1865,621,18,4,39.71,0.1,142.95600000000002
1866,622,16,3,70.97,0.2,170.328
1867,623,20,7,60.23,0.01,417.3939
1868,623,40,5,14.37,0.17,59.63549999999999
1869,623,8,3,74.62,0.14,192.5196
1870,623,14,5,95.51,0.16,401.142
1871,624,20,10,60.23,0.05,572.185
